epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,11469.1,0.60363,0.69043,1.02973,0.67717,0.35313,0.29736,0.25317,1.1062,2.38742,1.18678,0.00011108,0.00011108,0.00011108
135,11569,0.55065,0.66977,1.00976,0.76494,0.33981,0.35444,0.27781,1.11982,2.28229,1.2118,0.00010508,0.00010508,0.00010508
136,11667.9,0.50765,0.6452,0.99185,0.85208,0.3404,0.31523,0.26487,1.10836,2.30583,1.14344,9.9081e-05,9.9081e-05,9.9081e-05
137,11763,0.59419,0.68314,1.03028,0.69675,0.3391,0.31026,0.25714,1.10582,2.45992,1.11056,9.30816e-05,9.30816e-05,9.30816e-05
138,11859.3,0.50764,0.58823,0.97567,0.53426,0.33988,0.30678,0.26502,1.13531,2.44435,1.15671,8.70822e-05,8.70822e-05,8.70822e-05
139,11957.7,0.50408,0.62226,0.96593,0.33958,0.43988,0.46206,0.26845,1.14914,2.41123,1.18954,8.10828e-05,8.10828e-05,8.10828e-05
140,12056.7,0.53074,0.61156,0.99829,0.34259,0.52321,0.35135,0.25951,1.16423,2.36331,1.20793,7.50834e-05,7.50834e-05,7.50834e-05
141,12184.5,0.41789,0.45925,0.85546,0.30213,0.33315,0.29656,0.25841,1.20164,2.36212,1.25177,6.9084e-05,6.9084e-05,6.9084e-05
142,12282.9,0.39331,0.44969,0.82518,0.28143,0.309,0.29391,0.26066,1.18725,2.26818,1.26726,6.30846e-05,6.30846e-05,6.30846e-05
143,12380.7,0.39966,0.45066,0.8694,0.30882,0.35168,0.29404,0.26223,1.21558,2.27617,1.29869,5.70852e-05,5.70852e-05,5.70852e-05
144,12477.3,0.38733,0.40588,0.79537,0.30211,0.40191,0.31608,0.26235,1.18305,2.22559,1.28115,5.10858e-05,5.10858e-05,5.10858e-05
145,12573.9,0.37022,0.39877,0.82396,0.3051,0.35654,0.29393,0.25856,1.15997,2.28478,1.2643,4.50864e-05,4.50864e-05,4.50864e-05
146,12604.1,0.36188,0.38631,0.82138,0.30586,0.35654,0.29736,0.26637,1.15398,2.29448,1.25225,3.9087e-05,3.9087e-05,3.9087e-05
147,12629.1,0.38528,0.39267,0.87196,0.3453,0.35021,0.3106,0.26831,1.16014,2.29197,1.26037,3.30876e-05,3.30876e-05,3.30876e-05
148,12653.8,0.36871,0.39694,0.78848,0.34802,0.34096,0.3065,0.26808,1.17257,2.30642,1.25491,2.70882e-05,2.70882e-05,2.70882e-05
149,12678.4,0.38173,0.42005,0.81802,0.35479,0.33906,0.30625,0.26656,1.17682,2.30751,1.26127,2.10888e-05,2.10888e-05,2.10888e-05
150,12704.8,0.38169,0.40688,0.85904,0.35518,0.33973,0.30505,0.26524,1.17204,2.3065,1.2629,1.50894e-05,1.50894e-05,1.50894e-05
